,Op Type,Operator A,Operator B,Output,Bound,C/M ratio,Op Intensity,Latency (msec),Cycles,C Effcy,Flops (MFLOP),Input_a (MB),Input_w (MB),Output (MB),Total Data (MB),Throughput (Tflops),Compute Cycles,Memory Cycles
53,aten::pow,"[48, 48, 4, 4]",0,"[48, 48, 4, 4]",M,0.05625,0.5,0.00016383999999999998,154.00959999999998,1.0,0.073728,0.036864,0.0,0.036864,0.073728,0.45,8.66304,154.00959999999998
54,aten::mul,"[48, 48, 4, 4]","[48, 1, 1, 1]","[48, 48, 4, 4]",M,0.0036561562752907948,0.4996746909564086,0.00016394666666666666,154.10986666666668,1.0,0.073728,0.036864,4.8e-05,0.036864,0.073776,0.4497072218607678,0.563449756097561,154.10986666666668
55,aten::_convolution,"[1, 48, 128, 128]","[48, 48, 4, 4]","[1, 48, 64, 64]",C,1.0832794593006172,148.04819277108433,0.002455202341463415,2307.89020097561,1.0,301.989888,0.786432,0.036864,0.196608,1.019904,122.99999999999999,2307.89020097561,2130.4661333333333
56,aten::pow,"[64, 48, 4, 4]",0,"[64, 48, 4, 4]",M,0.05625000000000001,0.5,0.0002184533333333333,205.3461333333333,1.0,0.098304,0.049152,0.0,0.049152,0.098304,0.45,11.55072,205.3461333333333
57,aten::mul,"[64, 48, 4, 4]","[64, 1, 1, 1]","[64, 48, 4, 4]",M,0.0036561562752907943,0.4996746909564086,0.00021859555555555556,205.47982222222223,1.0,0.098304,0.049152,6.4e-05,0.049152,0.098368,0.4497072218607678,0.7512663414634146,205.47982222222223
58,aten::_convolution,"[1, 48, 64, 64]","[64, 48, 4, 4]","[1, 64, 32, 32]",C,1.1830551989730422,161.68421052631578,0.0008184007804878049,769.2967336585366,1.0,100.663296,0.196608,0.049152,0.065536,0.311296,123.0,769.2967336585366,650.2627555555556
59,aten::pow,"[64, 64, 4, 4]",0,"[64, 64, 4, 4]",M,0.056249999999999994,0.5,0.0002912711111111111,273.79484444444444,1.0,0.131072,0.065536,0.0,0.065536,0.131072,0.45,15.40096,273.79484444444444
60,aten::mul,"[64, 64, 4, 4]","[64, 1, 1, 1]","[64, 64, 4, 4]",M,0.003656751062386173,0.4997559785261103,0.00029141333333333334,273.92853333333335,1.0,0.131072,0.065536,6.4e-05,0.065536,0.131136,0.4497803806734992,1.0016884552845529,273.92853333333335
61,aten::_convolution,"[1, 64, 32, 32]","[64, 64, 4, 4]","[1, 64, 16, 16]",M,0.8325203252032519,113.77777777777777,0.00032768,308.0192,1.0,33.554432,0.065536,0.065536,0.016384,0.147456,102.39999999999999,256.43224455284553,308.0192
62,aten::pow,"[128, 64, 4, 4]",0,"[128, 64, 4, 4]",M,0.056249999999999994,0.5,0.0005825422222222222,547.5896888888889,1.0,0.262144,0.131072,0.0,0.131072,0.262144,0.45,30.80192,547.5896888888889
63,aten::mul,"[128, 64, 4, 4]","[128, 1, 1, 1]","[128, 64, 4, 4]",M,0.003656751062386173,0.4997559785261103,0.0005828266666666667,547.8570666666667,1.0,0.262144,0.131072,0.000128,0.131072,0.262272,0.4497803806734992,2.0033769105691057,547.8570666666667
64,aten::_convolution,"[1, 64, 16, 16]","[128, 64, 4, 4]","[1, 128, 8, 8]",M,0.39435173299101406,53.89473684210526,0.0003458844444444445,325.1313777777778,1.0,16.777216,0.016384,0.131072,0.008192,0.155648,48.50526315789473,128.21612227642277,325.1313777777778
65,aten::pow,"[128, 128, 4, 4]",0,"[128, 128, 4, 4]",M,0.056249999999999994,0.5,0.0011650844444444444,1095.1793777777777,1.0,0.524288,0.262144,0.0,0.262144,0.524288,0.45,61.60384,1095.1793777777777
66,aten::mul,"[128, 128, 4, 4]","[128, 1, 1, 1]","[128, 128, 4, 4]",M,0.003657643605969865,0.4998779594825482,0.0011653688888888889,1095.4467555555557,1.0,0.524288,0.262144,0.000128,0.262144,0.524416,0.44989016353429334,4.006753821138211,1095.4467555555557
67,aten::_convolution,"[1, 128, 8, 8]","[128, 128, 4, 4]","[1, 128, 4, 4]",M,0.11267192371171833,15.398496240601503,0.0006052977777777777,568.979911111111,1.0,8.388608,0.008192,0.262144,0.002048,0.272384,13.858646616541353,64.10806113821138,568.979911111111
68,aten::pow,"[256, 2048]",0,"[256, 2048]",M,0.056249999999999994,0.5,0.002330168888888889,2190.3587555555555,1.0,1.048576,0.524288,0.0,0.524288,1.048576,0.45,123.20768,2190.3587555555555
69,aten::mul,"[256, 2048]","[256, 1]","[256, 2048]",M,0.003657643605969865,0.4998779594825482,0.0023307377777777778,2190.8935111111114,1.0,1.048576,0.524288,0.000256,0.524288,1.048832,0.44989016353429334,8.013507642276423,2190.8935111111114
70,aten::linear,"[1, 2048]","[256, 2048]","[1, 256]",M,0.007285058752386259,0.9956246961594555,0.0011702044444444446,1099.992177777778,1.0,1.048576,0.002048,0.524288,0.000256,0.526592,0.8960622265435099,8.013507642276423,1099.992177777778
71,aten::pow,"[256, 21918]",0,"[256, 21918]",M,0.05625000000000001,0.5,0.024937813333333333,23441.544533333334,1.0,11.222016,5.611008,0.0,5.611008,11.222016,0.45,1318.58688,23441.544533333334
72,aten::mul,"[256, 21918]","[256, 1]","[256, 21918]",M,0.003658453127634135,0.4999885941099984,0.02493838222222222,23442.079288888886,1.0,11.222016,5.611008,0.000256,5.611008,11.222272,0.4499897346989986,85.76174829268292,23442.079288888886
73,aten::linear,"[1, 21918]","[256, 21918]","[1, 256]",M,0.007288270838322102,0.996063681237354,0.01251818222222222,11767.091288888889,1.0,11.222016,0.021918,5.611008,0.000256,5.633182,0.8964573131136186,85.76174829268292,11767.091288888889
74,aten::pow,"[512, 512]",0,"[512, 512]",M,0.056249999999999994,0.5,0.0011650844444444444,1095.1793777777777,1.0,0.524288,0.262144,0.0,0.262144,0.524288,0.45,61.60384,1095.1793777777777
75,aten::mul,"[512, 512]","[512, 1]","[512, 512]",M,0.0036549672813801304,0.4995121951219512,0.0011662222222222224,1096.248888888889,1.0,0.524288,0.262144,0.000512,0.262144,0.5248,0.44956097560975605,4.006753821138211,1096.248888888889
76,aten::linear,"[1, 512]","[512, 512]","[1, 512]",M,0.007288602068900067,0.9961089494163424,0.0005848177777777777,549.7287111111111,1.0,0.524288,0.000512,0.262144,0.000512,0.263168,0.8964980544747082,4.006753821138211,549.7287111111111
77,aten::mul,"[1, 256]",1,"[1, 256]",M,0.003651404935101982,0.49902534113060426,1.14e-06,1.0716,1.0,0.000512,0.000256,1e-06,0.000256,0.000513,0.44912280701754376,0.003912845528455285,1.0716
78,aten::mul,"[1, 256]",1,"[1, 256]",M,0.003651404935101982,0.49902534113060426,1.14e-06,1.0716,1.0,0.000512,0.000256,1e-06,0.000256,0.000513,0.44912280701754376,0.003912845528455285,1.0716
79,aten::mul,"[1, 256]",1,"[1, 256]",M,0.003651404935101982,0.49902534113060426,1.14e-06,1.0716,1.0,0.000512,0.000256,1e-06,0.000256,0.000513,0.44912280701754376,0.003912845528455285,1.0716
80,aten::pow,"[1, 256]",0,"[1, 256]",M,0.056249999999999994,0.5,1.1377777777777777e-06,1.069511111111111,1.0,0.000512,0.000256,0.0,0.000256,0.000512,0.45,0.06016,1.069511111111111
81,aten::mul,"[1, 256]",1,"[1, 256]",M,0.003651404935101982,0.49902534113060426,1.14e-06,1.0716,1.0,0.000512,0.000256,1e-06,0.000256,0.000513,0.44912280701754376,0.003912845528455285,1.0716
82,aten::mean,"[1, 256]",0,[],M,0.00043774319066147856,0.0038910505836575876,5.711111111111111e-07,0.5368444444444445,1.0,2e-06,0.000256,0.0,1e-06,0.000257,0.0035019455252918285,0.000235,0.5368444444444445
83,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
84,aten::mul,"[1, 256]","[1, 256]","[1, 256]",M,0.0024390243902439024,0.3333333333333333,1.7066666666666667e-06,1.6042666666666667,1.0,0.000512,0.000256,0.000256,0.000256,0.000768,0.3,0.003912845528455285,1.6042666666666667
85,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
86,aten::mul,1,1,1,M,0.0024390243902439024,0.3333333333333333,6.666666666666667e-09,0.006266666666666667,1.0,2e-06,1e-06,1e-06,1e-06,3e-06,0.3,1.5284552845528455e-05,0.006266666666666667
87,aten::pow,"[8, 3]",0,"[8, 3]",M,0.05625000000000001,0.5,1.0666666666666666e-07,0.10026666666666666,1.0,4.8e-05,2.4e-05,0.0,2.4e-05,4.8e-05,0.45,0.00564,0.10026666666666666
88,aten::mul,"[8, 3]","[8, 1]","[8, 3]",M,0.0031358885017421603,0.42857142857142855,1.2444444444444446e-07,0.11697777777777778,1.0,4.8e-05,2.4e-05,8e-06,2.4e-05,5.6e-05,0.38571428571428573,0.00036682926829268293,0.11697777777777778
89,aten::linear,"[1, 3]","[8, 3]","[1, 8]",M,0.005017421602787456,0.6857142857142857,7.777777777777778e-08,0.07311111111111111,1.0,4.8e-05,3e-06,2.4e-05,8e-06,3.5e-05,0.6171428571428571,0.00036682926829268293,0.07311111111111111
90,aten::pow,"[256, 256]",0,"[256, 256]",M,0.056249999999999994,0.5,0.0002912711111111111,273.79484444444444,1.0,0.131072,0.065536,0.0,0.065536,0.131072,0.45,15.40096,273.79484444444444
91,aten::mul,"[256, 256]","[256, 1]","[256, 256]",M,0.003651404935101982,0.49902534113060426,0.00029184,274.3296,1.0,0.131072,0.065536,0.000256,0.065536,0.131328,0.44912280701754376,1.0016884552845529,274.3296
92,aten::linear,"[1, 256]","[256, 256]","[1, 256]",M,0.007260351673284174,0.9922480620155039,0.00014677333333333335,137.96693333333334,1.0,0.131072,0.000256,0.065536,0.000256,0.066048,0.8930232558139534,1.0016884552845529,137.96693333333334
93,aten::pow,"[21918, 256]",0,"[21918, 256]",M,0.05625000000000001,0.5,0.024937813333333333,23441.544533333334,1.0,11.222016,5.611008,0.0,5.611008,11.222016,0.45,1318.58688,23441.544533333334
94,aten::mul,"[21918, 256]","[21918, 1]","[21918, 256]",M,0.003651404935101983,0.49902534113060426,0.024986519999999995,23487.328799999996,1.0,11.222016,5.611008,0.021918,5.611008,11.243934,0.4491228070175439,85.76174829268292,23487.328799999996
95,aten::linear,"[1, 256]","[21918, 256]","[1, 21918]",M,0.007288270838322102,0.996063681237354,0.01251818222222222,11767.091288888889,1.0,11.222016,0.000256,5.611008,0.021918,5.633182,0.8964573131136186,85.76174829268292,11767.091288888889
96,aten::pow,"[4096, 264]",0,"[4096, 264]",M,0.05625,0.5,0.004805973333333334,4517.614933333333,1.0,2.162688,1.081344,0.0,1.081344,2.162688,0.44999999999999996,254.11584000000002,4517.614933333333
97,aten::mul,"[4096, 264]","[4096, 1]","[4096, 264]",M,0.003651620637189358,0.499054820415879,0.004815075555555557,4526.171022222223,1.0,2.162688,1.081344,0.004096,1.081344,2.166784,0.449149338374291,16.527859512195125,4526.171022222223
98,aten::linear,"[1, 264]","[4096, 264]","[1, 4096]",M,0.007287689066938785,0.9959841724816341,0.002412675555555556,2267.9150222222224,1.0,2.162688,0.000264,1.081344,0.004096,1.085704,0.8963857552334704,16.527859512195125,2267.9150222222224
99,aten::pow,"[256, 256, 4, 4]",0,"[256, 256, 4, 4]",M,0.056249999999999994,0.5,0.004660337777777778,4380.717511111111,1.0,2.097152,1.048576,0.0,1.048576,2.097152,0.45,246.41536,4380.717511111111
100,aten::mul,"[256, 256, 4, 4]","[1, 256, 1, 1]","[256, 256, 4, 4]",M,0.003658090041171374,0.4999389722934212,0.004660906666666667,4381.252266666667,1.0,2.097152,1.048576,0.000256,1.048576,2.097408,0.44994507506407905,16.027015284552846,4381.252266666667
101,aten::_convolution,"[1, 256, 4, 4]","[256, 256, 4, 4]","[1, 256, 8, 8]",M,0.45932155873282865,62.77394636015325,0.0023756800000000002,2233.1392,1.0,134.217728,0.004096,1.048576,0.016384,1.069056,56.49655172413792,1025.7289782113821,2233.1392
102,aten::pow,"[256, 44, 4, 4]",0,"[256, 44, 4, 4]",M,0.05625,0.5,0.0008009955555555555,752.9358222222222,1.0,0.360448,0.180224,0.0,0.180224,0.360448,0.45,42.35264,752.9358222222222
103,aten::mul,"[256, 44, 4, 4]","[1, 44, 1, 1]","[256, 44, 4, 4]",M,0.0036580900411713746,0.4999389722934212,0.0008010933333333334,753.0277333333335,1.0,0.360448,0.180224,4.4e-05,0.180224,0.360492,0.44994507506407905,2.7546432520325204,753.0277333333335
104,aten::_convolution,"[1, 256, 8, 8]","[256, 44, 4, 4]","[1, 44, 16, 16]",C,1.6240297969482158,221.95073891625617,0.0007502007154471544,705.1886725203252,1.0,92.274688,0.016384,0.180224,0.011264,0.207872,123.0,705.1886725203252,434.2215111111111
105,aten::pow,"[44, 44, 4, 4]",0,"[44, 44, 4, 4]",M,0.05625,0.5,0.0001376711111111111,129.41084444444445,1.0,0.061952,0.030976,0.0,0.030976,0.061952,0.45,7.27936,129.41084444444445
106,aten::mul,"[44, 44, 4, 4]","[1, 44, 1, 1]","[44, 44, 4, 4]",M,0.00365594003704409,0.49964513839602553,0.00013776888888888887,129.50275555555555,1.0,0.061952,0.030976,4.4e-05,0.030976,0.061996,0.44968062455642305,0.47345430894308943,129.50275555555555
107,aten::_convolution,"[1, 44, 16, 16]","[44, 44, 4, 4]","[1, 44, 32, 32]",C,2.658693941778128,363.35483870967744,0.0005157629918699187,484.8172123577236,1.0,63.438848,0.011264,0.030976,0.045056,0.087296,123.0,484.8172123577236,182.35164444444442
108,aten::pow,"[44, 33, 4, 4]",0,"[44, 33, 4, 4]",M,0.056249999999999994,0.5,0.00010325333333333333,97.05813333333333,1.0,0.046464,0.023232,0.0,0.023232,0.046464,0.45,5.4595199999999995,97.05813333333333
109,aten::mul,"[44, 33, 4, 4]","[1, 33, 1, 1]","[44, 33, 4, 4]",M,0.0036559400370440895,0.49964513839602553,0.00010332666666666666,97.12706666666666,1.0,0.046464,0.023232,3.3e-05,0.023232,0.046497,0.449680624556423,0.3550907317073171,97.12706666666666
110,aten::_convolution,"[1, 44, 32, 32]","[44, 33, 4, 4]","[1, 33, 64, 64]",C,3.422263482150392,467.70934256055364,0.0015472889756097561,1454.4516370731708,1.0,190.316544,0.045056,0.023232,0.135168,0.203456,123.0,1454.4516370731708,424.9969777777778
